x,y,team,type,popularity,score
10428,5272,100,0,11,147
4764,10154,100,0,177,90
12266,5244,100,0,32,88
3568,8296,100,0,16,86
9322,11478,100,0,111,83
6980,11366,100,0,42,82
4471.2354,10457.68,100,0,18,82
5206,9246,100,0,386,81
11504,7050,100,0,368,78
8070.0273,11746.689,100,0,98,78
11794,5846,100,0,323,76
10964,4358,100,0,19,76
8318,10180,100,0,448,74
9416,5582,100,0,3316,73
8546,6512,100,0,120,73
10042,7778,100,0,965,71
9762.782,6451.376,100,0,483,69
5168,8538,100,0,447,69
2960,8968,100,0,216,68
3414,7760,100,0,620,67
6816,3062,100,0,222,67
8546,4742,100,0,396,66
9820.826,4916.009,100,0,180,66
5564,12696,100,0,39,66
12636,5088,100,0,40,64
10822,8958,100,0,15,64
9500,4112,100,0,74,63
10210,4810,100,0,71,63
6342,10104,100,0,196,62
6672.0195,8988.807,100,0,12,62
9380,4556,100,0,54,61
10380,3022,100,0,800,60
8172,6298,100,0,1100,59
3096,10822,100,0,285,59
6544,4708,100,0,239,59
4750,7106,100,0,182,59
4474,11790,100,0,104,59
2258,9518,100,0,14,59
9924,3972,100,0,141,58
1890,13060,100,0,30,58
5414,3410,100,0,31,57
10786,5054,100,0,28,57
11900,3930,100,0,998,56
5818,3518,100,0,56,56
8050,3530,100,0,43,56
13486,2462,100,0,37,55
5576,7538,100,0,16,55
1266,12326,100,0,14,55
6426,8210,100,0,264,52
2890,11264,100,0,147,51
8120,5550,100,0,63,50
9210,2160,100,0,59,49
9054,3850,100,0,20,49
2442,8804,100,0,16,49
12982,1940,100,0,68,48
2230,9972,100,0,42,44
12290,1288,100,0,58,43
12096,4622,100,0,12,39
12354,10388,100,0,24,38
10860.516,6847.8643,100,0,20,32
11368,4690,100,0,16,31
13168.33,6310.5903,100,0,25,30
8600,8446,100,0,12,26
