x,y,team,type,popularity,score
11522,7128,100,1,29,155
9670.658,6897.3477,100,1,21,142
12009.036,4653.099,100,1,11,138
11914,3640,100,1,48,134
11742,5916,100,1,49,132
8188,10194,100,1,23,129
12675.916,4902.748,100,1,57,128
9518,5586,100,1,50,117
10014,7748,100,1,19,117
9154.809,7044.3906,100,1,25,112
11378.133,3108.6973,100,1,12,111
11760,3992,100,1,398,109
9672,6352,100,1,37,102
5256,9208,100,1,27,102
10075.463,3898.7192,100,1,15,101
8248,6420,100,1,22,99
9288,2122,100,1,15,98
10364,3136,100,1,30,97
11813.13,4904.5835,100,1,24,96
13356,2522,100,1,50,95
12974,2080,100,1,11,93
10028,6614,100,1,17,93
8102,6146,100,1,97,90
4592,11930,100,1,11,90
2232,9974,100,1,13,89
8538,4828,100,1,23,86
3080,10802,100,1,43,80
6288,10072,100,1,15,79
4288,11888,100,1,30,78
12174,1332,100,1,54,73
2920,11322,100,1,49,64
6546,4688,100,1,14,63
13634,2734,100,1,17,59
3390,7734,100,1,11,56
6258,8136,100,1,28,55
6544,8350,100,1,16,55
1206,12104,100,1,23,37
