x,y,team,type,popularity,score
9168,11424,100,0,11,137
11634,7102,100,0,89,130
6764,3110,100,0,14,122
9738,6384,100,0,66,121
7930,11878,100,0,26,112
3390,7730,100,0,64,108
9402,5616,100,0,340,107
11804,5878,100,0,109,106
5286,9122,100,0,213,104
9368,4540,100,0,29,103
8268,10172,100,0,123,99
10050,7762,100,0,146,96
7966,3416,100,0,14,95
2966.9866,8951.195,100,0,36,89
12582,5272,100,0,21,87
4288,11838,100,0,26,85
6520,8392,100,0,19,85
2954,11158,100,0,21,83
8102,6200,100,0,164,81
8584,4774,100,0,144,81
6280,10126,100,0,112,80
10230,2928,100,0,163,79
9056,2126,100,0,22,78
6490,4690,100,0,128,77
5630,12684,100,0,20,68
4748,7038,100,0,19,67
5488,3466,100,0,11,65
2162,9944,100,0,12,58
5156,10058,100,0,11,50
13380,2524,100,0,13,39
