x,y,team,type,popularity,score
4212,10274,100,3,16,185
6952,4724,100,3,12,147
4927.327,10927.279,100,3,22,133
11934,5506,100,3,11,120
7155.746,3309.1174,100,3,11,119
5846,10920,100,3,28,106
10456,5376,100,3,27,98
10721.486,4447.2,100,3,58,97
4764,10154,100,3,244,96
8669.588,10807.906,100,3,22,96
11102.276,6095.2275,100,3,61,94
5237.7876,10002.558,100,3,336,93
7448,7612,100,3,14,90
12075.12,8008.096,100,3,17,89
12017.426,6457.0166,100,3,105,86
10616,9138,100,3,42,85
5886,9108,100,3,11,85
1298,13258,100,3,12,85
5490,11146,100,3,40,84
10860.77,8191.3076,100,3,48,83
10970.987,11208.397,100,3,33,83
11423.262,7223.216,100,3,747,81
4984,9686,100,3,14,81
12184,8420,100,3,21,81
6862.0146,3690.8848,100,3,13,80
6668,11696,100,3,11,78
5208,9190,100,3,1143,77
8523.91,9606.867,100,3,102,77
7773.0137,10557.898,100,3,18,77
11716,5850,100,3,752,76
11474,7640,100,3,48,76
3604,9780,100,3,46,76
11280,4332,100,3,18,76
11948,7464,100,3,462,75
13372,3288,100,3,32,75
9600,4908,100,3,61,75
10488.162,9698.594,100,3,36,74
2545.3257,8998.337,100,3,18,74
9960,6994,100,3,40,74
9314,11490,100,3,364,73
12325.424,7246.907,100,3,13,73
5090,8462,100,3,595,73
9523.623,6954.492,100,3,616,73
4396,9670,100,3,24,73
7018,11284,100,3,209,72
6323.9434,12756.785,100,3,11,72
8342,10270,100,3,1028,71
10134,4768,100,3,223,71
11416,10924,100,3,27,71
9318,4516,100,3,252,70
6646,9324,100,3,66,70
8212.672,5441.1846,100,3,36,70
8102,8122,100,3,50,70
8846,8940,100,3,155,70
9490,5600,100,3,3504,69
7834,11784,100,3,299,69
6917.6655,9707.135,100,3,118,69
11556.412,6684.4956,100,3,46,68
5292.778,10502.678,100,3,35,68
6746,3158,100,3,342,67
10290,10252,100,3,27,67
7082.8906,10601.805,100,3,520,66
4130,9264,100,3,45,66
3360,7748,100,3,1266,65
9902,6562,100,3,630,65
10768,7004,100,3,49,65
10790,5030,100,3,132,65
7518.1035,9636.66,100,3,207,64
11869.687,8757.289,100,3,38,64
8132,4826,100,3,46,64
12974.034,3557.7546,100,3,66,64
5828,13308,100,3,25,64
8554,4746,100,3,852,63
12286,5196,100,3,310,63
10010,7720,100,3,652,63
10438,8052,100,3,21,63
3262.2085,6194.299,100,3,23,62
8268,3532,100,3,100,62
2972.6045,8957.027,100,3,804,62
7834,3538,100,3,139,62
7473.714,5757.6875,100,3,16,62
7773.699,9305.758,100,3,846,61
10960.464,4057.1204,100,3,31,61
6340,10136,100,3,711,61
6057.1816,9750.233,100,3,38,61
6720,12824,100,3,12,61
6228,9376,100,3,26,61
6878.4985,8843.475,100,3,708,60
9278,9030,100,3,74,60
10516,11602,100,3,24,60
7182,12546,100,3,16,59
7380,4678,100,3,12,59
13446,1642,100,3,16,58
10344,2930,100,3,1583,57
4694,7176,100,3,230,57
8668,5828,100,3,42,57
11404.988,3040.4067,100,3,88,57
11677.613,10407.475,100,3,66,57
6514,4716,100,3,768,56
8200,6258,100,3,1653,56
9596,4128,100,3,160,56
11136,5256,100,3,23,56
11620,5186,100,3,134,56
13932,6056,100,3,49,56
10026.846,3904.0508,100,3,145,55
12622,4888,100,3,239,55
5750,3564,100,3,121,55
1706,12952,100,3,114,55
11650,11252,100,3,12,55
8524,6536,100,3,293,55
10121.7705,4356.559,100,3,41,55
6478,11340,100,3,32,54
9418.372,12456.734,100,3,11,54
11830,3860,100,3,3180,53
4508,11880,100,3,301,53
12092,10296,100,3,385,53
8666,8470,100,3,63,53
10180,12184,100,3,16,53
9673.815,8760.713,100,3,54,53
3126,10906,100,3,630,52
10730,2368,100,3,12,52
3520,11136,100,3,114,52
5666,12830,100,3,121,51
11072.836,9706.406,100,3,55,51
10884,10608,100,3,60,51
13000,9514,100,3,15,51
11958.361,4691.7217,100,3,114,50
5820.5527,10507.014,100,3,240,50
12478.432,4505.0537,100,3,29,50
10232,8428,100,3,27,50
13060,1884,100,3,281,49
9284,2164,100,3,159,49
5426.199,7497.7754,100,3,27,49
6338,8146,100,3,1382,48
6710,8400,100,3,534,48
12680,5342,100,3,188,48
9054,3850,100,3,22,48
8828.969,10351.566,100,3,96,47
4895.8584,6413.171,100,3,11,46
8959.318,7189.286,100,3,103,45
13683.414,2688.8374,100,3,97,45
13354,2458,100,3,1245,44
2234,9700,100,3,120,44
2910,11248,100,3,510,44
12434.891,7707.167,100,3,11,44
10320,2202,100,3,50,44
8808,6236,100,3,57,44
7918,7576,100,3,166,43
9923.315,2353.9014,100,3,36,43
9912,9616,100,3,25,42
4473.742,12653.207,100,3,24,42
2210.1055,10103.967,100,3,70,42
6052.7793,3145.3857,100,3,14,42
6804,6214,100,3,12,41
3756,5952,100,3,34,40
7178,14028,100,3,24,40
12826.961,6940.8594,100,3,39,40
2170.9487,8252.481,100,3,42,39
4990,2932,100,3,12,39
12182,1290,100,3,402,38
876,8058,100,3,88,38
12676,10364,100,3,27,37
9296.855,8484.366,100,3,18,37
6799.543,5511.135,100,3,78,37
11860,11800,100,3,30,37
7407.164,2291.7363,100,3,21,33
3060,6654,100,3,104,33
6616,6752,100,3,16,30
6888,7164,100,3,45,30
14082,6796,100,3,180,30
1132,12150,100,3,84,30
8366.277,9019.641,100,3,26,30
2036,8652,100,3,12,29
4930.622,13143.785,100,3,18,28
2384,13406,100,3,72,26
4816,3298,100,3,15,23
7754,856,100,3,21,22
13268,10280,100,3,64,21
2421.1614,11643.722,100,3,16,14
