x,y,team,type,popularity,score
3056,9052,200,0,72,211
3350,7768,200,0,97,164
5082,8546,200,0,35,163
7846,3530,200,0,27,148
6558,4722,200,0,196,138
4879.839,7157.5977,200,0,34,138
6775.158,3164.8564,200,0,32,137
9430,5682,200,0,747,136
11748,5926,200,0,80,136
8532,4846,200,0,291,132
11578,7076,200,0,117,127
9732,6426,200,0,148,126
4748,10196,200,0,40,122
9410,2128,200,0,27,116
6300,10096,200,0,145,115
3062,10842,200,0,192,111
5514,3488,200,0,34,111
10546,3008,200,0,137,103
5284.7656,10864.801,200,0,36,102
11800,4042,200,0,962,100
9986,7878,200,0,64,100
8560,6620,200,0,257,97
8318,10272,200,0,106,97
4610,12002,200,0,108,96
6620,8434,200,0,68,96
7970,11816,200,0,21,93
13000,1972,200,0,20,92
12648,4950,200,0,77,57
13536,2728,200,0,48,50
