x,y,team,type,popularity,score
11410,6484,100,2,8,172
7872.7065,9297.594,100,2,14,115
4914,10084,100,2,40,110
5088,10934,100,2,6,108
8300.73,11635.043,100,2,6,107
5280,10346,100,2,9,96
5237.7876,10002.558,100,2,45,96
9878,5082,100,2,9,85
6682,8752,100,2,36,85
9164.145,3297.3848,100,2,9,82
8216,10086,100,2,11,81
11914,5882,100,2,34,79
11426,7070,100,2,32,77
6164,10484,100,2,9,70
9470,5682,100,2,76,68
11981.564,3855.4639,100,2,14,67
4708,10450,100,2,15,66
8520,4806,100,2,114,64
7950,11820,100,2,20,61
9336,11438,100,2,11,60
3326,7914,100,2,32,57
10054,7824,100,2,252,56
7964,3408,100,2,14,54
3956,6506,100,2,6,54
6252,10166,100,2,87,53
9850,6500,100,2,204,53
12932,1822,100,2,12,53
7132,3124,100,2,18,53
2724.2703,8459.315,100,2,6,53
3148,10978,100,2,13,51
8942,4596,100,2,9,51
7040,10676,100,2,18,50
5244,9194,100,2,165,50
6766,3174,100,2,15,50
8862,8854,100,2,24,50
12484,5150,100,2,23,49
5474,12652,100,2,9,47
10418,2968,100,2,18,46
5132,8564,100,2,12,46
8326,3554,100,2,12,46
11762,7424,100,2,8,45
12336,5448,100,2,6,45
6584,8404,100,2,82,44
6594,4694,100,2,177,44
9272,2148,100,2,13,44
6812,11464,100,2,24,44
4746,7136,100,2,31,44
8354,10420,100,2,33,43
10070,4616,100,2,17,42
8548,6570,100,2,36,41
7777.8438,6066.6797,100,2,9,41
12494,2078,100,2,9,41
8164,6374,100,2,6,40
5852,10150,100,2,9,40
2856,11242,100,2,18,39
2916,7620,100,2,9,39
9540,4544,100,2,10,38
4000,7960,100,2,25,37
12230,8642,100,2,14,33
9930,4010,100,2,13,32
10719.071,9850.759,100,2,25,32
12020,4850,100,2,49,31
10062,9288,100,2,7,29
11760,4126,100,2,9,26
9690,1702,100,2,9,18
7634,2618,100,2,8,17
838,8052,100,2,6,14
