x,y,team,type,popularity,score
11900,5676,100,2,36,117
8300.73,11635.043,100,2,6,107
5174.1543,10009.316,100,2,51,106
7786,9486,100,2,18,101
13438,2406,100,2,14,101
9542,4708,100,2,6,97
13102,2068,100,2,6,92
11724,5932,100,2,26,85
9878,5082,100,2,9,85
6682,8752,100,2,36,85
9164.145,3297.3848,100,2,9,82
11422,7118,100,2,217,78
6670,3168,100,2,10,77
5006,8570,100,2,64,74
7286,14114,100,2,12,72
4719.443,10487.404,100,2,17,68
9512,5718,100,2,48,64
6297.886,10307.392,100,2,126,62
7940,11800,100,2,100,61
4528,11648,100,2,7,61
8460,10380,100,2,20,61
10520.465,3665.8906,100,2,16,60
9938,7808,100,2,62,54
3956,6506,100,2,6,54
8414,6374,100,2,69,53
6530,8400,100,2,33,53
8030,3470,100,2,24,53
10774,4518,100,2,6,53
2724.2703,8459.315,100,2,6,53
4780,7040,100,2,19,51
8942,4596,100,2,9,51
3328,7820,100,2,47,50
8798,8782,100,2,40,50
9824,6458,100,2,52,49
5224,9122,100,2,156,49
8500.377,4685.3447,100,2,26,49
5742,12784,100,2,9,49
3114,10912,100,2,20,48
6872,11456,100,2,21,47
14046,7080,100,2,36,47
10248,2894,100,2,28,46
4274,11838,100,2,7,45
11964,5288,100,2,8,44
6562,4722,100,2,62,42
9248,11374,100,2,46,41
12606,5150,100,2,54,41
9260,2082,100,2,18,41
12494,2078,100,2,9,41
7777.8438,6066.6797,100,2,9,41
11283.641,6559.2217,100,2,16,38
9534,4276,100,2,14,38
9971.291,4737.873,100,2,16,37
11858,3638,100,2,9,36
6496,12206,100,2,9,35
9194,7244,100,2,6,33
10719.071,9850.759,100,2,25,32
12020,4850,100,2,49,31
11824,3994,100,2,47,30
6372,8130,100,2,11,29
7758,802,100,2,15,26
9690,1702,100,2,9,18
10023.98,9257.561,100,2,30,17
3756,5952,100,2,6,17
7258,5036,100,2,9,16
7076,9046,100,2,9,6
