x,y,team,type,popularity,score
7690,4984,200,1,11,88
8460,5634,200,1,14,85
12660,5260,200,1,13,81
8608,4720,200,1,58,77
3378,7738,200,1,12,77
10629.365,3056.2407,200,1,871,74
6620,4754,200,1,70,73
11500,7098,200,1,17,72
9364,5710,200,1,114,71
6809.7266,5621.506,200,1,51,71
9280,3770,200,1,18,70
4600,11896,200,1,19,69
11944.675,4114.4927,200,1,125,68
9767.347,6465.9097,200,1,47,66
5152,8542,200,1,35,64
7096,3088,200,1,14,64
5932.119,12807.785,200,1,37,63
5720.8,7829.16,200,1,21,63
6298,10130,200,1,15,61
3084,9084,200,1,24,57
8036.1943,9297.306,200,1,14,55
13050,1990,200,1,206,54
2894,11202,200,1,192,53
13492,2744,200,1,278,48
8338,6464,200,1,51,47
2180,10018,200,1,33,46
6878.348,8614.897,200,1,186,44
12452,1328,200,1,54,35
11878,5750,200,1,23,35
2624,13528,200,1,51,33
8282,10164,200,1,14,26
