x,y,team,type,popularity,score
9506,5562,200,1,2048,175
8474,4824,200,1,1758,156
5426,10538,200,1,1192,146
10544,3074,200,1,1615,137
5543.39,3399.7498,200,1,1100,135
6890.5376,8610.731,200,1,1564,127
10478.379,4307.1953,200,1,128,127
10956,5382,200,1,20,120
6506,4686,200,1,960,117
8936.53,4965.795,200,1,612,115
11986,5802,200,1,992,114
11802,3774,200,1,1234,113
8030.1084,4209.3228,200,1,107,111
10190,4836,200,1,372,111
6869.244,5628.6104,200,1,1074,111
5224.3213,10005.272,200,1,31,111
10530,5184,200,1,126,108
9468,4824,200,1,111,108
3004,7294,200,1,399,105
2726.2031,8463.574,200,1,172,104
3370.4163,8507.575,200,1,22,101
5010,8434,200,1,493,100
4877.5996,7159.573,200,1,792,100
5260,9156,200,1,551,99
8240,10222,200,1,822,99
5673.1616,9512.432,200,1,38,96
3080,10862,200,1,938,94
4468.8364,10609.796,200,1,16,94
7810,3550,200,1,215,93
3238,3856,200,1,70,93
8781.127,6719.389,200,1,817,92
8282,6436,200,1,764,92
3704,10528,200,1,30,91
8522.204,2100.9753,200,1,18,90
10022.74,2660.5713,200,1,567,89
6910,3086,200,1,386,88
8208,1700,200,1,22,88
7463.0576,5230.544,200,1,188,87
9826,4066,200,1,60,87
6982,9976,200,1,21,87
4830,4988,200,1,32,87
9684,6314,200,1,430,86
7054,7050,200,1,756,86
6423.4404,5306.13,200,1,102,86
4140,7960,200,1,100,86
3030,8916,200,1,398,86
3536,7386,200,1,252,85
11614,7068,200,1,258,83
10914,9944,200,1,16,83
5162,7850,200,1,227,81
3772,11578,200,1,20,80
6182,6198,200,1,98,79
10764.984,8457.422,200,1,12,78
3264,7766,200,1,226,77
5316.6826,6219.37,200,1,24,77
3488,3144,200,1,28,77
3312,2582,200,1,12,77
2878.6328,6259.6914,200,1,74,77
4688.633,2628.6797,200,1,34,76
5437.08,2506.9932,200,1,19,76
5506,12688,200,1,320,76
6286.306,10302.88,200,1,384,75
13350.914,1727.6338,200,1,12,75
10936.633,2567.5684,200,1,76,75
8594.203,2861.9795,200,1,84,75
5015.828,10970.403,200,1,53,75
8768,6042,200,1,30,75
7888,5736,200,1,260,73
3146.2612,5955.0986,200,1,126,73
6340.0254,3564.838,200,1,17,73
10778,7132,200,1,11,73
10726,4652,200,1,85,72
5787.6533,7775.3965,200,1,388,72
3942,10020,200,1,14,72
13464,2738,200,1,629,71
9958,7912,200,1,264,71
11945.003,4153.1177,200,1,333,71
8796,1648,200,1,52,71
9022.967,4357.5605,200,1,122,71
11328,5656,200,1,11,71
11595.161,4850.2197,200,1,268,70
12038,9604,200,1,11,69
9580.943,2819.95,200,1,21,69
8174.9478,11108.364,200,1,23,69
11194,4992,200,1,67,69
9354,2224,200,1,330,68
10572,5722,200,1,112,68
2407.9421,6519.371,200,1,40,68
8066,5320,200,1,213,68
4298,9526,200,1,21,68
6434,9408,200,1,24,67
7796,4800,200,1,69,67
2354,7536,200,1,20,67
9864,3336,200,1,13,67
12954,2048,200,1,494,66
7778.256,11743.205,200,1,76,65
9008,2000,200,1,204,65
2824.1824,6706.261,200,1,78,65
9312,3770,200,1,152,64
7622.4023,4267.171,200,1,99,64
3198,9282,200,1,42,63
3898.4966,6715.142,200,1,96,63
3023.31,4567.707,200,1,76,62
9222,11390,200,1,214,62
6084,9064,200,1,50,62
5608,5652,200,1,35,62
3948,3934,200,1,60,62
6882,11484,200,1,104,61
7522,7672,200,1,58,61
2792,5564,200,1,12,61
4980,9616,200,1,28,61
10227.908,1774.2112,200,1,19,61
4598.067,3059.6519,200,1,44,61
5432,5200,200,1,11,61
12177.269,6865.924,200,1,44,61
3880,8336,200,1,100,60
6748,6542,200,1,38,60
11222,4106,200,1,28,60
2223.9048,5514.0996,200,1,30,60
11110,4514,200,1,29,59
11492.038,8831.999,200,1,106,59
8997.301,10595.926,200,1,14,59
12574,5170,200,1,209,58
7668,744,200,1,32,58
10329.605,2187.614,200,1,69,58
11736.139,8250.123,200,1,32,58
11086.457,2171.7969,200,1,89,57
7190,6446,200,1,195,57
12069.62,4561.165,200,1,12,56
4422,6290,200,1,145,56
3032.58,3111.5342,200,1,15,56
4160,11900,200,1,103,56
12633.35,6671.5264,200,1,50,55
12250,1222,200,1,352,55
2330,4720,200,1,35,55
11202,3632,200,1,93,55
11752,1244,200,1,40,55
5887.041,12860.33,200,1,144,54
11608,7726,200,1,20,54
2294,1406,200,1,12,54
4582,11910,200,1,186,53
4836,5420,200,1,36,53
12732.022,6013.893,200,1,18,53
7822,2178,200,1,19,52
10670.496,1858.4072,200,1,16,52
2172.9805,10057.641,200,1,348,52
3738.7227,5226.0464,200,1,32,51
3096.5747,10056.719,200,1,30,51
4622,4536,200,1,75,51
10320,8794,200,1,32,51
7144,9120,200,1,32,51
10736.381,9212.43,200,1,120,50
2246,9600,200,1,83,49
4987.484,12561.707,200,1,14,49
12438.925,8656.108,200,1,12,49
2496,13464,200,1,242,47
8030.8223,9309.086,200,1,114,47
3614,9048,200,1,52,47
3820,9548,200,1,42,45
9424.665,7410.313,200,1,23,44
2777.1758,10409.832,200,1,52,43
858,8130,200,1,26,43
12391.346,8059.9365,200,1,15,42
3840,3402,200,1,39,42
4523.7666,12653.235,200,1,58,42
2066,8448,200,1,81,42
2660,3288,200,1,15,41
9992,12208,200,1,42,41
9994.164,11661.114,200,1,14,40
4345.049,5838.634,200,1,45,40
1526,12880,200,1,15,37
1180,12344,200,1,40,37
7174.258,10653.963,200,1,15,37
12378,9880,200,1,17,37
2330,8910,200,1,39,37
11736,1684,200,1,72,36
6140,8634,200,1,18,35
11768,10068,200,1,25,34
14074,6998,200,1,29,33
7446.0703,12629.719,200,1,26,32
9161.84,7051.451,200,1,11,29
5523.2495,12103.307,200,1,60,27
8504,7822,200,1,12,25
8070,7610,200,1,17,22
8470,8258,200,1,16,21
11078,1280,200,1,16,17
3004,13062,200,1,25,15
9144,9448,200,1,12,14
8690,9278,200,1,12,10
