x,y,team,type,popularity,score
10180,8048,200,2,8,124
5126,10052,200,2,22,118
5170,10866,200,2,9,107
10118,6780,200,2,9,102
6378,3334,200,2,9,97
5358,10300,200,2,23,93
10964,4336,200,2,35,81
4568,12018,200,2,20,79
8606,4698,200,2,70,78
5218,9110,200,2,56,73
11076,8324,200,2,16,73
6202,10596,200,2,9,71
4390,11770,200,2,16,69
6984,11370,200,2,12,68
11376,4136,200,2,9,68
4356,11454,200,2,16,67
9440,5662,200,2,70,64
5533.9717,3406.8123,200,2,21,64
12342,5186,200,2,6,64
8104,3400,200,2,34,64
10244,2560,200,2,25,64
7802,3618,200,2,75,63
8868,3980,200,2,30,63
4857.6406,10234.708,200,2,27,62
3414,7728,200,2,55,61
6684,10034,200,2,9,60
6308,10114,200,2,98,60
8704,6720,200,2,14,59
4954,8416,200,2,60,57
6770,3146,200,2,81,57
2358,9202,200,2,9,56
10014,4694,200,2,19,55
4808,7164,200,2,134,55
3012.0615,8893.584,200,2,42,54
6578,4720,200,2,82,53
10906,8624,200,2,36,52
10000,7794,200,2,46,51
3048,10988,200,2,36,51
9786,2560,200,2,16,51
8258,10208,200,2,213,50
10316,3096,200,2,35,50
9960,3982,200,2,6,49
12594,6596,200,2,36,48
6814.374,8910.596,200,2,36,48
4682.2646,2164.0764,200,2,6,48
5759.6113,4155.883,200,2,9,48
7842,11846,200,2,16,47
2250,9714,200,2,19,46
11808,3934,200,2,24,45
6236,9186,200,2,12,45
9380,11488,200,2,6,45
8464,6530,200,2,31,43
7062,3020,200,2,16,42
9362,2172,200,2,36,42
2532,13602,200,2,6,41
11990,5682,200,2,6,36
8424,992,200,2,9,36
6410,8218,200,2,46,34
11886,5282,200,2,10,32
6672,11390,200,2,24,30
3984,10226,200,2,9,30
6894,8108,200,2,6,29
11750,6730,200,2,9,26
5652,12754,200,2,48,24
12644,5186,200,2,14,22
3182,6740,200,2,9,22
782,7976,200,2,12,19
12130,9120,200,2,6,17
8718,10564,200,2,9,13
