x,y,team,type,popularity,score
8218,10102,100,1,22,158
5176,9162,100,1,94,154
9300.164,4499.636,100,1,21,129
10044,7790,100,1,39,128
9982,6578,100,1,44,120
11570,7118,100,1,23,108
3300,7738,100,1,18,105
9362,5716,100,1,39,103
11069.121,6153.965,100,1,12,103
4123.705,9206.568,100,1,23,101
7777.5703,9286.758,100,1,21,101
8170,11718,100,1,13,100
5762.2666,10706.178,100,1,20,94
7059.3223,8705.181,100,1,14,89
5675.742,3503.024,100,1,21,87
8130,6222,100,1,89,76
6234,8100,100,1,58,72
4832,7106,100,1,24,70
6480,4698,100,1,34,67
3816.8691,5793.9355,100,1,12,62
