x,y,team,type,popularity,score
5146,10008,100,1,25,313
11600,7148,100,1,35,151
10909.583,8137.223,100,1,11,138
7074,3094,100,1,36,135
9474,5638,100,1,109,132
8294,10202,100,1,181,117
5045.795,8385.975,100,1,67,108
9905.934,7801.1523,100,1,58,100
6594,4726,100,1,138,98
9169.25,7033.4785,100,1,33,98
8188,11704,100,1,30,96
9824,6454,100,1,68,89
8122,6224,100,1,144,87
7824.2744,9302.883,100,1,29,85
10350,3196,100,1,11,85
9706,3910,100,1,28,80
12108,10236,100,1,12,78
3058,8976,100,1,15,77
9370,11464,100,1,52,75
6970,11394,100,1,27,75
6167.278,8092.3154,100,1,60,65
3876.0303,5784.187,100,1,26,42
