x,y,team,type,popularity,score
10496,4342,100,1,21,123
11734,5902,100,1,268,103
2918,9146,100,1,12,97
9444,5702,100,1,307,96
7078,3122,100,1,20,95
8292,10234,100,1,115,93
11723.271,5007.592,100,1,99,92
9421.858,4147.5,100,1,35,92
11217.75,3195.8633,100,1,30,91
9784,6440,100,1,116,90
9909.172,7805.1035,100,1,70,84
8060,7788,100,1,16,82
5186,9126,100,1,111,81
8219.735,3556.5586,100,1,13,80
12692,4948,100,1,225,79
6316,10044,100,1,49,78
6672.8184,9007.121,100,1,29,78
8518.7,4706.2607,100,1,44,73
11908,3788,100,1,261,72
10180,2886,100,1,115,68
7824.647,11760.209,100,1,49,68
7774.701,9289.559,100,1,40,67
8200,6282,100,1,223,66
6560,4636,100,1,61,66
4314,11812,100,1,104,64
5401.6475,12661.448,100,1,34,64
4808,7168,100,1,17,61
12876,1954,100,1,100,60
9238,2220,100,1,11,60
3050,10816,100,1,126,55
6823.4897,5557.704,100,1,37,55
2164,9968,100,1,61,54
13502,2616,100,1,173,53
12232,1364,100,1,223,49
1190,12096,100,1,59,27
