x,y,team,type,popularity,score
11554,7138,100,3,347,153
10900,4390,100,3,43,143
4708,10002,100,3,35,140
4266.916,9098.485,100,3,31,139
8286,10196,100,3,781,133
9456,5656,100,3,1348,129
5170,9158,100,3,707,126
6936,11380,100,3,114,121
4902,8310,100,3,63,119
9310,11434,100,3,99,118
3344,7734,100,3,261,117
8158,11690,100,3,55,117
5910,12826,100,3,51,112
8028,9358,100,3,77,111
6824.3486,3164.8872,100,3,57,106
9958,6526,100,3,338,105
9900,7786,100,3,240,104
8534,4812,100,3,1196,103
6291.5464,10313.223,100,3,100,100
3114,9084,100,3,27,99
8384,6414,100,3,262,94
8040,3486,100,3,104,93
11204.891,3188.1511,100,3,48,93
4716,6944,100,3,62,91
6584,4724,100,3,1226,88
11916,3758,100,3,455,88
5721.9688,3500.6787,100,3,106,88
10087.732,3892.8906,100,3,96,88
6272,9122,100,3,21,84
3072,10836,100,3,492,83
9020.473,2008.0942,100,3,137,83
10382,3134,100,3,312,82
6163.42,8088.3896,100,3,239,78
4378,11850,100,3,163,77
12072.449,4555.461,100,3,116,74
12478,1404,100,3,72,69
13518,2818,100,3,147,68
14082,6926,100,3,38,60
3823.0996,5794.074,100,3,24,55
7802,852,100,3,22,38
