x,y,team,type,popularity,score
9478,5578,100,0,1,298
6544,4730,100,0,1,245
10562,5122,100,0,1,205
10582,3052,100,0,2,188
10619.881,3007.023,100,0,2,188
10410,3030,100,0,1,187
6175.918,8097.7173,100,0,1,181
10480.486,4353.7,100,0,1,176
3040,10794,100,0,1,161
2856,11268,100,0,1,127
12373.742,7259.258,100,0,1,112
11790,3876,100,0,2,104
11816,3864,100,0,2,104
3278,7826,100,0,1,101
8254,6316,100,0,1,81
6456,8252,100,0,2,69
6520,8280,100,0,2,69
9700.465,3907.862,100,0,1,68
11864,4006,100,0,2,66
11790,4006,100,0,2,66
