x,y,team,type,popularity,score
9650,6430,200,0,48,106
11748,5926,200,0,55,105
3122,8952,200,0,53,102
8520,4876,200,0,168,100
9352,2150,200,0,35,97
9434,5642,200,0,1060,96
6604,4744,200,0,56,92
4712,7174,200,0,20,91
7918,3508,200,0,14,87
5192,9208,200,0,118,83
11878,3794,200,0,209,81
8290,10242,200,0,11,80
10530,3060,200,0,132,77
4404,11834,200,0,96,75
4900,8346,200,0,12,75
3128,10834,200,0,190,74
8520,6542,200,0,159,73
12416,1448,200,0,21,63
6696,8480,200,0,77,62
9658,4132,200,0,14,61
6332,10146,200,0,24,58
13050,2038,200,0,24,57
13550,2752,200,0,57,45
12623.947,4856.2188,200,0,71,42
