x,y,team,type,popularity,score
10610,4646,200,2,20,147
3174,8224,200,2,49,121
5170,10866,200,2,13,100
5900,12734,200,2,14,91
5299.759,10464.358,200,2,65,84
10964,4336,200,2,35,81
4230,4528,200,2,15,75
11076,8324,200,2,16,73
10040,4740,200,2,30,72
8446,4804,200,2,204,72
9186,2156,200,2,29,72
5192,9136,200,2,72,69
9454,5690,200,2,85,68
11780,5968,200,2,240,65
3067.5586,8860.033,200,2,29,65
5062,8496,200,2,50,65
6523.909,10107.715,200,2,57,64
10244,2560,200,2,25,64
5502,3528,200,2,135,62
4412,11776,200,2,26,62
7968,11838,200,2,22,60
3340,7768,200,2,103,59
8424,6428,200,2,53,58
4930,10180,200,2,49,58
11604,7096,200,2,54,58
12552,4934,200,2,13,57
4698,6980,200,2,78,55
10072,8012,200,2,32,55
6500,4640,200,2,88,54
3046,10872,200,2,70,54
8350,10214,200,2,67,52
6746,3180,200,2,39,52
9786,2560,200,2,16,51
2448,9644,200,2,22,49
8038,3532,200,2,48,49
11780,3886,200,2,132,48
6844,11562,200,2,27,47
12424,1324,200,2,12,47
6236,9186,200,2,12,45
10574,3050,200,2,72,44
4762,10642,200,2,11,44
9802.679,6523.5864,200,2,43,42
6500,8248,200,2,94,42
