x,y,team,type,popularity,score
9540,5666,200,0,2034,174
11922.25,4057.579,200,0,1776,148
6550,4710,200,0,1152,134
5220,9190,200,0,1064,128
6738,10020,200,0,11,118
9769.014,6463.3447,200,0,963,114
5220.922,9989.771,200,0,20,110
8502,6520,200,0,1014,106
8526,4802,200,0,838,103
3252,7814,200,0,522,102
6628,8358,200,0,952,100
4488,11834,200,0,819,95
3056,9052,200,0,196,94
10466,5006,200,0,42,92
10538,3000,200,0,626,91
11428,7188,200,0,416,91
10150,4676,200,0,415,90
6898,3042,200,0,344,90
4788,10094,200,0,292,88
10394,4288,200,0,68,85
7960,3428,200,0,352,82
4948,8436,200,0,170,81
5552,3498,200,0,58,81
11914,5882,200,0,304,80
6256,10156,200,0,189,76
4898,7080,200,0,143,74
9470,4830,200,0,20,71
8298,10184,200,0,200,71
10092,3976,200,0,82,71
8282,5712,200,0,21,71
5136,10966,200,0,40,70
5498,10600,200,0,71,70
2516,5306,200,0,12,70
8112,6216,200,0,118,66
9974,7986,200,0,125,65
9610,4176,200,0,62,65
12648.407,5506.9604,200,0,126,64
9200,11386,200,0,30,62
3010,11184,200,0,188,61
9460,2182,200,0,126,60
7702,11814,200,0,24,58
11140,12154,200,0,16,58
3784,6188,200,0,21,57
2282,9724,200,0,45,56
6950,11452,200,0,138,54
1700,12888,200,0,15,54
12614,4982,200,0,163,49
12388,1288,200,0,54,48
9306,7316,200,0,26,47
7144,9162,200,0,22,47
4724.1064,10856.902,200,0,16,46
5302,2296,200,0,16,41
12990,1978,200,0,49,40
13342,2532,200,0,55,36
5926,12790,200,0,26,33
12140,7404,200,0,24,32
6143.923,3910.2324,200,0,25,31
12010,10640,200,0,16,30
7680,8856,200,0,12,28
2425.1252,7665.463,200,0,16,27
1346,12134,200,0,64,27
10994,5304,200,0,18,26
2838,10334,200,0,25,13
