x,y,team,type,popularity,score
9472,5724,200,1,271,127
6616,4786,200,1,164,123
8943.001,4964.774,200,1,39,121
10574.262,5808.893,200,1,61,119
7078.87,5624.916,200,1,66,117
10782,4486,200,1,23,110
5278,9174,200,1,265,108
2720,7204,200,1,21,106
7939.401,3558.5105,200,1,56,103
5473.271,7925.979,200,1,99,100
3392,7778,200,1,47,99
9200,3858,200,1,72,97
9873.77,6557.838,200,1,147,93
11552,7102,200,1,154,92
5466,10560,200,1,50,87
6264,10124,200,1,70,86
7771.794,11750.8125,200,1,32,84
10594,3042,200,1,454,83
11648,8616,200,1,12,80
3010,9088,200,1,40,79
6816,8562,200,1,370,76
8330,6464,200,1,64,74
11894,3720,200,1,30,74
7472,7234,200,1,11,74
2904,11300,200,1,28,73
12418,6716,200,1,14,72
8296,10186,200,1,218,71
9428,2170,200,1,67,71
9366,11488,200,1,14,71
13456,2680,200,1,23,66
4574,11952,200,1,37,60
2010.24,8555.109,200,1,16,59
10732,9208,200,1,61,50
8045.832,9300.059,200,1,39,43
5576,12708,200,1,16,41
12200,1308,200,1,20,40
