x,y,team,type,popularity,score
12338,1356,100,1,1,313
12896,1870,100,1,2,210
12898,1896,100,1,2,210
11764,4034,100,1,3,205
13462,2780,100,1,2,187
13460,2710,100,1,2,187
11866,3770,100,1,1,187
11794,4054,100,1,4,172
11824,4018,100,1,4,172
13604,2592,100,1,2,170
13534,2636,100,1,2,170
11834,4116,100,1,3,167
11155.695,5911.732,100,1,1,166
12168,1312,100,1,1,126
6276,8090,100,1,2,85
6296,8098,100,1,2,85
4342,11906,100,1,1,77
6494,8328,100,1,1,70
2532,13624,100,1,2,64
2594,13658,100,1,2,64
10162,7470,100,1,1,49
8092,6174,100,1,2,47
8088,6178,100,1,2,47
2320,13334,100,1,1,37
10190,4036,100,1,1,17
10025.409,3899.589,100,1,1,16
1130,12088,100,1,1,5
4160,11852,100,1,1,4
6396,8134,100,1,1,2
