x,y,team,type,popularity,score
9444,5726,200,3,4370,291
6528,4738,200,3,4080,273
11884,3816,200,3,3630,235
8364,6476,200,3,3392,226
8488,4866,200,3,2784,206
8768.719,6723.841,200,3,2372,171
6806,8608,200,3,2358,167
10584,3068,200,3,1878,150
7812,5996,200,3,1610,140
5274,9080,200,3,1160,131
8024.0234,4255.8457,200,3,520,122
5536,3538,200,3,879,118
11092,7530,200,3,13,112
5088,10884,200,3,580,110
9706,6404,200,3,890,109
2878,11336,200,3,1323,109
4712,9100,200,3,12,107
3374,8548,200,3,23,106
10458,4878,200,3,130,105
5392,10508,200,3,445,105
10332,4492,200,3,482,105
4806,8332,200,3,642,104
3288,7072,200,3,51,103
9573.402,4908.7246,200,3,376,101
8404,5704,200,3,896,100
2732.8958,8482.138,200,3,86,100
5477.5825,9567.947,200,3,70,100
2272,5250,200,3,20,100
11844,5810,200,3,708,98
3080,8240,200,3,112,98
11580,7142,200,3,577,97
4780,7114,200,3,669,96
10956,5382,200,3,28,96
9950,4696,200,3,439,96
5173.8467,8507.02,200,3,394,96
5475.378,7917.6167,200,3,604,96
9207.375,2776.75,200,3,12,96
3332,7760,200,3,522,95
3068,10896,200,3,865,94
8252,10190,200,3,695,91
4358,11686,200,3,726,91
2810,7256,200,3,148,91
8675.344,2138.836,200,3,27,91
8936.752,4964.416,200,3,102,90
6826,3110,200,3,489,89
12072,9484,200,3,17,89
12570,5276,200,3,760,88
11850,4882,200,3,22,88
8256,1640,200,3,33,88
4660.047,5563.748,200,3,11,87
4038,9806,200,3,34,87
11112,4622,200,3,15,85
8208.912,3567.816,200,3,368,85
3973.1404,8579.819,200,3,42,84
8436,2830,200,3,260,84
5008,10162,200,3,203,83
4772,4916,200,3,112,83
10914,9944,200,3,16,83
13160,2098,200,3,798,80
6240.2896,10367.196,200,3,416,80
11334,5074,200,3,312,80
11098.605,2175.9524,200,3,534,79
4504,10546,200,3,23,79
7002,6948,200,3,561,78
9952,7814,200,3,427,77
3836,10666,200,3,22,77
9600,2700,200,3,28,77
6223.5176,5304.0664,200,3,65,76
13256.045,1614.6704,200,3,24,76
7588,4956,200,3,138,76
