x,y,team,type,popularity,score
8474,5692,200,1,12,168
6668,6708,200,1,11,158
3412,7790,200,1,39,129
7194.547,5404.4844,200,1,26,125
2774,7266,200,1,23,115
6520,4686,200,1,330,113
10627.164,5760.5757,200,1,58,113
9426,5666,200,1,564,105
11532,7134,200,1,135,102
2897.151,8432.14,200,1,14,98
5278,9142,200,1,198,95
11974,5788,200,1,85,93
6824.007,3159.898,200,1,82,93
8498,4858,200,1,426,88
5702,3490,200,1,21,87
10028,8060,200,1,19,87
7458.008,2243.9453,200,1,19,85
5626.5977,7862.4023,200,1,54,82
9194,2150,200,1,93,81
11822,3990,200,1,212,79
4720,7184,200,1,75,77
8626,6580,200,1,72,75
12566,5224,200,1,52,73
7726,6054,200,1,49,73
8252,10208,200,1,192,70
6808,8610,200,1,411,67
3096,10778,200,1,89,65
6514,11332,200,1,15,60
6264,10288,200,1,30,58
12372,1514,200,1,28,57
9366,11424,200,1,11,55
13538,2754,200,1,122,48
2176,9904,200,1,47,46
12484.807,6718.688,200,1,21,42
10974.033,9158.867,200,1,14,40
5780,12658,200,1,12,28
