x,y,team,type,popularity,score
8827.246,1728.5352,200,3,15,129
11000,4330,200,3,27,117
3412,7750,200,3,91,116
11818,5740,200,3,28,110
2784,7244,200,3,20,103
6528,4660,200,3,487,102
6972.3735,5627.381,200,3,104,101
9376,5718,200,3,580,98
10102,4690,200,3,187,98
3066,9016,200,3,182,98
5194,9200,200,3,322,97
11558,7068,200,3,218,96
7882.383,6007.81,200,3,109,96
9226,3864,200,3,65,95
7034,6894,200,3,19,95
8644,4550,200,3,48,94
8578,6520,200,3,161,83
11808,4052,200,3,348,82
5623.1655,7854.627,200,3,54,82
4752,7208,200,3,144,81
8136,3496,200,3,52,80
4586,11954,200,3,141,73
3148,10826,200,3,193,72
12582,5296,200,3,68,72
10262,2850,200,3,66,72
8284,10198,200,3,285,71
5028,8400,200,3,75,71
14086,7054,200,3,21,70
6896,8608,200,3,443,67
9870.559,7957.7065,200,3,47,66
7862,11826,200,3,35,65
2236,9722,200,3,51,62
9264,11376,200,3,17,61
7000,11438,200,3,29,59
6236,10240,200,3,71,58
12230,1324,200,3,95,57
5520,12642,200,3,30,55
13492,2796,200,3,107,54
2622,13518,200,3,29,41
7336.644,12723.349,200,3,17,40
