x,y,team,type,popularity,score
10330,5202,100,0,11,128
4710,10256,100,0,218,95
9992,6616,100,0,165,90
3568,8296,100,0,16,86
7750,11776,100,0,134,83
10859.824,4353.994,100,0,17,83
6988,11322,100,0,126,82
9236,11410,100,0,36,82
5242,9134,100,0,454,80
9574.23,4930.289,100,0,50,80
11598,7100,100,0,564,79
8212,11774,100,0,26,79
11808,5882,100,0,318,75
8268,10210,100,0,681,73
9496,5590,100,0,1446,72
10070,7748,100,0,151,72
9674,6368,100,0,330,71
9956,4608,100,0,73,71
3008,8962,100,0,113,70
5094,8504,100,0,354,68
8512,4886,100,0,632,67
3336,7756,100,0,316,67
12568,5052,100,0,90,64
10822,8958,100,0,15,64
8682,6670,100,0,75,63
6240.8433,10348.627,100,0,70,63
1662,12784,100,0,14,63
6424,9988,100,0,61,62
5598,12684,100,0,39,62
6672.0195,8988.807,100,0,12,62
10380,3122,100,0,409,61
9372.172,4557.6514,100,0,162,61
6860,3088,100,0,39,61
5802.8228,10358.911,100,0,16,61
4446,11718,100,0,96,60
3116,10822,100,0,810,59
6540,4708,100,0,239,59
2222,9528,100,0,28,59
11780,3940,100,0,614,58
8184,6282,100,0,561,58
4698,7124,100,0,81,57
5300,10406,100,0,18,55
9592,4188,100,0,63,53
9822,3838,100,0,58,53
13522,2576,100,0,47,53
9418,2146,100,0,34,53
5568,3500,100,0,108,52
9024,2032,100,0,56,52
2932,11260,100,0,314,51
6304,8158,100,0,550,50
2442,8804,100,0,16,49
13012,1872,100,0,34,48
2212,10000,100,0,78,46
7846,3484,100,0,34,46
6874,8542,100,0,63,45
5342,7490,100,0,18,45
12186,1272,100,0,42,39
12354,10388,100,0,24,38
1168,12196,100,0,18,34
10860.516,6847.8643,100,0,20,32
13168.33,6310.5903,100,0,25,30
14072,7046,100,0,12,27
