x,y,team,type,popularity,score
8268,6388,200,2,305,100
5126,10052,200,2,100,89
5346,10498,200,2,92,86
5170,10866,200,2,28,86
10964,4336,200,2,35,82
9574,5670,200,2,252,78
4778,10278,200,2,147,75
9130,2128,200,2,93,74
3512,7776,200,2,200,72
5258,9138,200,2,78,68
5108,8438,200,2,76,66
4598,11876,200,2,129,66
4740,7194,200,2,87,65
3062,9060,200,2,92,64
10014,4694,200,2,46,63
5488,3402,200,2,31,63
6578,4696,200,2,230,62
11786,5786,200,2,70,60
10930,8212,200,2,12,60
8080,3454,200,2,37,59
11550,7100,200,2,72,58
6226,10278,200,2,51,58
9690,6368,200,2,64,58
3088,10820,200,2,80,57
11856,3906,200,2,114,56
8314,10204,200,2,166,55
7968,11838,200,2,26,55
10042,7836,200,2,85,54
5596,12764,200,2,56,53
10906,8624,200,2,36,53
10494,3050,200,2,196,52
7830,5732,200,2,14,52
4060,7934,200,2,20,52
8254,4788,200,2,13,51
8640,6560,200,2,48,51
12274,1268,200,2,24,51
9786,2560,200,2,16,51
2242,9824,200,2,68,46
7122,3172,200,2,31,46
12522,5196,200,2,56,46
11960,5092,200,2,36,44
6630,8472,200,2,50,43
9336,11490,200,2,39,40
6840,5444,200,2,48,39
6738,11490,200,2,26,35
6204,8252,200,2,32,29
7996,4140,200,2,18,29
4590,2352,200,2,18,28
