x,y,team,type,popularity,score
10132,4686,200,1,13,120
11122,2080,200,1,21,116
3052,9052,200,1,24,112
9140.588,4012.9128,200,1,16,94
7838,3520,200,1,32,87
6566,4770,200,1,61,85
10648.577,3019.2402,200,1,744,80
5156,9148,200,1,53,77
9512,5584,200,1,80,75
11828,3660,200,1,49,75
8514,5710,200,1,32,73
8544,4834,200,1,190,72
6850,11412,200,1,12,72
12888,1782,200,1,24,61
12274,1262,200,1,69,60
11998.037,5701.5107,200,1,25,59
3066,10794,200,1,191,58
8692,6668,200,1,54,58
5416.84,12658.555,200,1,11,57
4523.405,12661.985,200,1,15,56
1214,12172,200,1,14,54
6794,8600,200,1,79,53
12677.768,4891.9824,200,1,37,47
4250,11864,200,1,56,45
13490,2688,200,1,227,44
1632,12972,200,1,14,41
2274,9720,200,1,11,29
2586,13598,200,1,37,27
