x,y,team,type,popularity,score
8424,2926,200,3,15,126
11478.047,4957.9014,200,3,20,124
3276,7806,200,3,108,120
9838.209,2758.1895,200,3,23,115
10526,5044,200,3,16,112
7832,3570,200,3,123,105
9532,5528,200,3,71,105
11552,7138,200,3,166,98
7185.08,5356.0303,200,3,11,98
9728,6328,200,3,254,90
9310,2156,200,3,143,89
8594,4826,200,3,864,87
11076.477,2158.2773,200,3,61,86
7790,774,200,3,17,86
11870.23,5956.8794,200,3,153,85
7931.076,5965.256,200,3,121,84
10606,2986,200,3,1047,83
11790,3922,200,3,651,82
5116,8570,200,3,64,82
6823.1006,3155.9683,200,3,62,77
5821.534,7706.9883,200,3,17,75
4798,7060,200,3,57,70
6946,11414,200,3,25,67
8781.454,6732.1924,200,3,452,64
13428,2756,200,3,96,63
6638,8484,200,3,84,63
4372,11878,200,3,120,61
10016,7872,200,3,38,61
12564,5106,200,3,101,60
2156,9916,200,3,43,56
2926,11290,200,3,283,55
8300,10164,200,3,52,55
12976,1982,200,3,166,53
12322,1350,200,3,163,50
2606,13484,200,3,42,49
8031.951,9305.261,200,3,24,45
5848,12848,200,3,59,43
12725.289,6559.592,200,3,28,42
