x,y,team,type,popularity,score
11788.071,6081.4146,100,2,12,102
5220,10028,100,2,22,93
11844,5552,100,2,16,89
6682,8752,100,2,36,85
13438,2406,100,2,20,81
9384,5564,100,2,132,73
8230,11698,100,2,12,72
11532,7152,100,2,252,70
11864,9224,100,2,50,69
3048,9010,100,2,24,69
4704,10178,100,2,30,67
4488,11736,100,2,35,61
5126,8484,100,2,32,61
10520.465,3665.8906,100,2,16,60
9394,11452,100,2,13,60
8156,3472,100,2,56,59
4730,10696,100,2,12,59
8520,4806,100,2,174,57
9906,7996,100,2,49,55
6880.0933,3169.043,100,2,25,55
7794,11838,100,2,14,55
9814.487,6504.341,100,2,348,53
6304,10162,100,2,336,53
7036,11436,100,2,124,53
5674.8486,3501.147,100,2,30,53
6554,8354,100,2,152,51
8300,6374,100,2,130,51
8104,10340,100,2,18,51
10408,2966,100,2,49,50
5358,10534,100,2,45,48
12942,1910,100,2,32,48
5742,12784,100,2,16,48
3360,7748,100,2,213,47
5210,9172,100,2,201,47
10066,4700,100,2,39,47
4830,7090,100,2,55,45
6529.6865,4866.166,100,2,26,45
14119.564,7008.663,100,2,18,43
12500,5270,100,2,39,40
6496,12206,100,2,12,38
9312,2272,100,2,56,36
11900,3890,100,2,49,36
6374,9590,100,2,12,35
10173.148,4297.331,100,2,17,34
10023.98,9257.561,100,2,35,29
7758,802,100,2,15,26
7076,9046,100,2,21,24
9700.403,4256.8193,100,2,16,24
7258,5036,100,2,12,15
