x,y,team,type,popularity,score
7894,11780,100,0,16,249
11720,5838,100,0,42,195
9890,6438,100,0,13,186
11508,7206,100,0,19,179
9318,11410,100,0,14,143
9502,5664,100,0,160,140
5240,9102,100,0,177,138
6996,11366,100,0,20,127
8332,10274,100,0,42,123
3040,9010,100,0,25,123
3336,7756,100,0,57,115
6276,10072,100,0,77,114
9964,7890,100,0,28,111
3130,10884,100,0,84,104
8128,6288,100,0,149,103
11768,3934,100,0,157,102
6540,8336,100,0,42,99
8565.43,4610.968,100,0,27,99
13480,2506,100,0,12,98
7092,3128,100,0,25,96
5532,3442,100,0,15,94
10234,2888,100,0,377,91
6562,4642,100,0,98,87
12354,1386,100,0,16,82
