x,y,team,type,popularity,score
5474,10386,200,3,60,156
10590,5794,200,3,18,137
5278.598,7980.9536,200,3,30,132
9326,5666,200,3,42,123
7038,3120,200,3,38,119
4884.1475,7159.352,200,3,54,116
6558,4702,200,3,165,115
5242,9096,200,3,129,112
5523.3906,3307.5488,200,3,13,108
8630,4518,200,3,11,98
10402,3082,200,3,29,88
9868,6564,200,3,32,82
8302,10186,200,3,122,80
6978.8516,5622.6104,200,3,24,75
9182,11420,200,3,24,75
7824,11828,200,3,22,74
3072,10818,200,3,19,69
9978,7834,200,3,53,67
6283.561,10301.932,200,3,44,65
11873.049,5957.45,200,3,30,64
4498,11720,200,3,12,56
10732.691,9231.098,200,3,12,29
