x,y,team,type,popularity,score
5072.536,10970.76,200,3,51,143
10187.668,4873.092,200,3,37,139
4804,10180,200,3,100,124
9502,5674,200,3,444,120
7180.2266,5456.247,200,3,18,116
5623.8877,3509.687,200,3,92,115
6564,4628,200,3,346,114
8694,4538,200,3,31,114
5266,9212,200,3,421,113
2990,6162,200,3,18,111
4796,7226,200,3,155,110
11770,5750,200,3,21,106
4914,8428,200,3,203,105
11530,7154,200,3,208,103
3112,8972,200,3,153,103
6824.0894,3154.9097,200,3,143,102
6514,9996,200,3,19,100
9926,4030,200,3,34,93
10723.472,5657.933,200,3,17,93
8436,6462,200,3,124,91
9940,6576,200,3,89,88
7844,3620,200,3,38,85
3132,10828,200,3,85,83
6874.169,8603.962,200,3,519,82
10278,2930,200,3,39,82
4472,11876,200,3,56,80
5984.29,7560.461,200,3,18,79
2204,9684,200,3,16,77
9492,2132,200,3,19,75
14126.15,6858.2124,200,3,17,75
11840,4006,200,3,79,74
6698,11380,200,3,30,74
8306,10112,200,3,110,71
7974.246,9302.391,200,3,18,71
7984,11786,200,3,47,62
5886.251,12857.463,200,3,55,60
9374,11412,200,3,24,58
9852.308,7958.3667,200,3,21,56
12656,5328,200,3,38,52
13490,2716,200,3,17,42
