x,y,team,type,popularity,score
10140,4746,200,0,53,131
5540,3434,200,0,30,128
4864,8334,200,0,24,120
6638,4642,200,0,60,119
7742,11748,200,0,17,117
9400,5664,200,0,393,114
3373.8628,7708.2266,200,0,45,114
5244,9142,200,0,255,113
3080,9008,200,0,81,112
8514,4842,200,0,162,102
6996,3112,200,0,36,101
6560,10012,200,0,11,101
11598,7054,200,0,64,97
7862,3528,200,0,31,97
9759.754,6459.7676,200,0,77,95
4666,11990,200,0,36,94
11782,5918,200,0,69,89
10402,3014,200,0,47,89
9934,7886,200,0,41,87
11878,3992,200,0,63,82
6824,8592,200,0,159,80
8686.351,6773.5293,200,0,41,80
12560,5128,200,0,32,80
8266,10188,200,0,140,79
3102,10918,200,0,56,77
6770,11476,200,0,13,77
4770,7006,200,0,27,74
9218,2168,200,0,22,70
13052,2078,200,0,11,48
