x,y,team,type,popularity,score
9762.745,6453.3525,100,0,53,116
11888,5842,100,0,58,109
8258,10106,100,0,32,108
6978,11404,100,0,24,108
9418,5710,100,0,374,106
5188,9134,100,0,243,106
11436,7180,100,0,24,102
3398,7752,100,0,50,97
10128,4726,100,0,59,94
4438,11746,100,0,47,91
7794,11792,100,0,43,91
8090,3436,100,0,16,91
9972,7830,100,0,92,90
4818,10114,100,0,20,90
10322,2930,100,0,396,85
8480,4788,100,0,188,83
6286,10088,100,0,100,83
3014,9056,100,0,31,81
7006,3026,100,0,13,79
11758,4050,100,0,144,78
12254,1264,100,0,11,78
8114,6252,100,0,246,77
3106,10826,100,0,134,76
9756,3850,100,0,25,72
6482,4794,100,0,16,71
9226,2138,100,0,15,66
12500,5190,100,0,29,61
2212,10000,100,0,27,56
6654,8398,100,0,17,45
5478,12626,100,0,17,39
13368,2494,100,0,11,34
