x,y,team,type,popularity,score
4460.9316,10461.545,100,3,26,223
10902.781,8142.6055,100,3,33,165
11618,7048,100,3,195,152
5762.1094,10756.156,100,3,45,135
8252,10218,100,3,808,134
7969.884,11744.977,100,3,89,133
5186,9084,100,3,560,129
9284,11428,100,3,91,129
9496,5600,100,3,650,125
6978,11334,100,3,543,119
3376,7730,100,3,233,119
4883.8027,8253.596,100,3,23,118
6716,3116,100,3,59,114
11966.604,8642.748,100,3,16,111
6696,9158,100,3,30,109
9902.64,7801.8945,100,3,251,108
6290,10060,100,3,439,106
9442,4398,100,3,52,104
4693.4463,12019.752,100,3,17,104
7973.955,9309.118,100,3,128,103
8550,4860,100,3,467,102
8100,3530,100,3,65,96
11078.281,9685.59,100,3,23,96
3018,9154,100,3,20,96
11754,3988,100,3,1121,92
11828,4954,100,3,77,90
10450,3044,100,3,451,87
4798,7114,100,3,378,86
12679.781,4902.1455,100,3,228,86
6540,8336,100,3,232,82
8454,6482,100,3,191,79
5476,3290,100,3,22,78
5426.8184,12658.3125,100,3,84,75
2956,11134,100,3,398,71
2308,9808,100,3,36,70
3669.85,5836.585,100,3,17,70
13358,2590,100,3,236,65
2118.0667,8302.102,100,3,33,58
12224,1338,100,3,423,55
2344,13414,100,3,37,39
