x,y,team,type,popularity,score
5288,9208,100,3,129,138
9438,5650,100,3,283,122
6426,10030,100,3,34,119
8268,10234,100,3,295,118
11762,5886,100,3,112,112
4418,11802,100,3,37,106
10066,7722,100,3,63,104
7834,9314,100,3,33,103
3328,7748,100,3,96,102
7794,11786,100,3,48,102
7052.4346,3150.979,100,3,46,102
5046,8420,100,3,87,93
9172.195,7055.379,100,3,38,92
8032,3476,100,3,32,92
9314,11412,100,3,66,89
6518,4692,100,3,252,87
8100,6200,100,3,176,85
6560,8310,100,3,66,85
10226,2880,100,3,35,85
3074,10844,100,3,25,79
5768,3494,100,3,66,78
8102,4804,100,3,15,78
9824,6528,100,3,86,77
6986,11340,100,3,49,77
4836,7116,100,3,82,72
5474,12652,100,3,13,72
11794,4064,100,3,30,68
12684,4904,100,3,12,67
2342,9682,100,3,12,65
8967.365,2100.492,100,3,15,53
