x,y,team,type,popularity,score
5470.4404,10508.762,200,1,109,174
2778,7214,200,1,12,130
5302,9146,200,1,160,124
6516,4630,200,1,154,122
8002,3506,200,1,29,115
9300,5704,200,1,32,113
10002,6588,200,1,19,112
5619.38,3502.1335,200,1,58,106
8590,4852,200,1,141,102
5588,7868,200,1,41,102
4884,8398,200,1,116,96
6844,3162,200,1,72,95
4838,7178,200,1,87,94
6836,8602,200,1,291,92
10577.265,5808.9893,200,1,45,92
11931.836,5910.8887,200,1,37,90
4625.703,2958.8008,200,1,17,90
7744,11776,200,1,28,86
11532.419,8761.295,200,1,21,85
6873.9927,5607.0347,200,1,78,84
5925.4814,12808.309,200,1,30,82
12638,5450,200,1,23,82
3084,10820,200,1,18,81
7058,11344,200,1,16,81
8266,10250,200,1,179,77
6298,10066,200,1,64,69
9156,11418,200,1,30,68
10502,3018,200,1,33,64
8039.175,9293.094,200,1,18,60
9490.4795,2171.089,200,1,14,54
2206,9992,200,1,22,43
